,Headline,Body ID,Stance
24074,"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",11,unrelated
24075,Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,1438,unrelated
24076,Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,1489,unrelated
24077,NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,320,unrelated
24078,A New iOS 8 Bug Can Delete All Of Your iCloud Documents,906,unrelated
24079,"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",817,unrelated
24080,Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,1948,unrelated
24081,‘Photo of slain IS leader’ reported to be doctored,723,discuss
24082,Nujaifi Condemns / Daash / crime in Saqlawiyah and Alsiger areas of Anbar.,2489,unrelated
24083,US confirms death of Somalia terror group leader,1936,unrelated
24084,Christian Bale won't play Steve Jobs,1299,agree
24085,"Video showing American journalist beheaded believed real, officials and family say",1744,discuss
24086,Air travelers wary of Ebola fears seen with surgical masks ... and a HAZMAT suit,2489,unrelated
24087,Rapper Big Bank Hank of Sugarhill Gang dies at 57,2421,unrelated
24088,Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,35,unrelated
24089,"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1642,unrelated
24090,"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats",754,unrelated
24091,Nun gives birth to surprise baby after complaining of stomach pains,1164,unrelated
24092,"Boy, 16, secretly films sex with teacher then uploads it to WhatsApp",933,unrelated
24093,Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,280,unrelated
24094,"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",1634,unrelated
24095,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,831,unrelated
24096,20-year-old burger: McDonald's Quarter Pounder looks eerily new after 2 decades,2411,agree
24097,"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",2264,discuss
24098,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,1439,unrelated
24099,"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1361,unrelated
24100,Mexico Student Massacre Update: More Graves Discovered At Murder Site,1740,unrelated
24101,Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1921,unrelated
24102,Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,570,unrelated
24103,New Audio Recording From Ferguson May Capture Michael Brown Shooting,2149,discuss
24104,North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,115,unrelated
24105,Sugarhill Gang's Big Bank Hank Dead At 57,2118,unrelated
24106,ISIS Militants Allegedly Contracted Ebola,1720,unrelated
24107,Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,1012,discuss
24108,"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",2297,unrelated
24109,Seth Rogen Is Woz,1575,discuss
24110,New Audio Recording From Ferguson May Capture Michael Brown Shooting,2234,unrelated
24111,Isilkulskom student has gained superhero powers after shock,1637,unrelated
24112,Small Meteorite Strikes in Nicaragua's Capital City of Managua,1817,unrelated
24113,A Murdered Witness?,2044,unrelated
24114,Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,2450,discuss
24115,Nasty iOS 8 Bug Could Erase Your iCloud Drive Documents,221,unrelated
24116,India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,1959,agree
24117,This Dog Was Left At A Railway Station With A Suitcase Of His Belongings After He Was Sold On Gumtree,54,unrelated
24118,"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",1787,unrelated
24119,Eyewitness Says Viral Video of Homeless Man Was Staged,1195,unrelated
24120,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2139,agree
24121,Government fires employee who skipped work for 24 years,1131,unrelated
24122,Islamic State fighters detonate 'SCORPION bombs' in terror siege,386,discuss
24123,This Woman Is Wrongly Being Called A Sexual Predator After Her Private Sex Tape Was Used For A Hoax,1896,unrelated
24124,"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",1237,unrelated
24125,Nigerians doubtful of girls' release after Boko Haram 'truce' breached,2078,unrelated
24126,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1832,unrelated
24127,Homeless man receives $100... then shocks everyone with how he spends it,2240,unrelated
24128,Turkish Leader Says U.S. Airdrop Aided ISIS Militants,2009,unrelated
24129,India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,1022,agree
24130,Has Ebola infected Isis militants in Mosul?,2036,unrelated
24131,Sugarhill Gang Rapper Big Bank Hank Dies at 57,2171,unrelated
24132,Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1223,unrelated
24133,Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',1562,unrelated
24134,Batmobile wasn't stolen: Cops,734,unrelated
24135,Is Kim Jong-un Opening North Korean Restaurant in Scotland?,1137,unrelated
24136,"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",1789,unrelated
24137,Kim Jong-Un 'bans the name Kim Jong-un',1574,unrelated
24138,IS Fighters Seize Weapons Cache Meant for Kurds,666,unrelated
24139,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,1029,unrelated
24140,"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",1234,unrelated
24141,This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,1678,unrelated
24142,"Pope Francis did not tell boy heaven has room for pets, contrary to report",1835,unrelated
24143,Nicaragua asks U.S. for help investigating meteorite crater,1917,unrelated
24144,Texas Truck Winds Up in Syria With Islamic Militants,1853,unrelated
24145,Missing Mexico students not among 28 bodies found in mass grave,1419,unrelated
24146,Boko Haram ceasefire ignored as violence flares in Borno state,402,unrelated
24147,Boko Haram Denies Nigeria Cease-Fire Claim,2088,unrelated
24148,"North Korean leader Kim Jong Un had ankle surgery, report says",1177,unrelated
24149,Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,93,unrelated
24150,Missing Mexico students not among 28 bodies found in mass grave,1849,unrelated
24151,"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1679,discuss
24152,Homeless man receives $100... then shocks everyone with how he spends it,1925,agree
24153,ISIS militants trick mother into ‘eating her kidnapped son’,5,unrelated
24154,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1569,agree
24155,Lucita Sandoval sex tape hoax: Viral Argentine video features college student ― not 16-year-old boy,2149,unrelated
24156,Sugarhill Gang's Big Bank Hank Dead At 57,281,unrelated
24157,Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,1933,unrelated
24158,Video shows ISIL beheading of photojournalist James Foley,1040,unrelated
24159,Did a plumber's pick-up truck from Texas end up carrying an anti-aircraft gun for Islamic fighters on the front lines of Syria?,917,unrelated
24160,HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,1921,unrelated
24161,SEE IT: California homeless man uses $100 gift to give food to others,2061,agree
24162,"Jihadi John named as Mohammed Emwazi, from west London",846,unrelated
24163,Government employee fired after skipping work for 24 years,2441,agree
24164,Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1166,unrelated
24165,Comcast Says You Can Keep Your Tor,1921,unrelated
24166,Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,1442,discuss
24167,ISIS Video: America’s Air Dropped Weapons Now in Our Hands,305,unrelated
24168,"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1808,unrelated
24169,Islamic State reports youngest jihadist 'martyred' in battle,2288,unrelated
24170,Alleged audio of Michael Brown shooting released,822,discuss
24171,Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,1004,unrelated
24172,Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1795,agree
24173,Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,206,unrelated
24174,Government employee fired after skipping work for 24 years,686,unrelated
24175,The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1549,unrelated
24176,Star Wars: The Force Awakens to be released this summer?,125,unrelated
24177,Who Should Play Steve Jobs Now That Christian Bale Quit?,1939,unrelated
24178,Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1679,discuss
24179,Bug in iOS 8's 'Reset All Settings' Option Also Erases iCloud Drive Documents,1278,unrelated
24180,"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1982,unrelated
24181,Alleged audio of Michael Brown shooting released,1893,unrelated
24182,ISIL Beheads American Photojournalist in Iraq,694,discuss
24183,Video Purports to Show Beheading of American Journalist,139,unrelated
24184,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,2443,unrelated
24185,Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street,1175,unrelated
24186,Nicaragua asks U.S. for help investigating meteorite crater,2475,disagree
24187,Christian Bale Exits Steve Jobs Movie (Exclusive),1841,agree
24188,‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,503,unrelated
24189,"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",933,discuss
24190,Kim Jong-Un's sister reportedly running N. Korea,986,unrelated
24191,ISIS Getting Ebola,1034,unrelated
24192,"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",1837,unrelated
24193,The Case of the Stolen Batmobile Has Been Solved,1671,discuss
24194,"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",10,unrelated
24195,"Boko Haram denies truce, says kidnapped girls married",171,unrelated
24196,Star Wars: The Force Awakens to be released this summer?,1437,unrelated
24197,"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",777,unrelated
24198,Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1808,unrelated
24199,Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,1262,discuss
24200,#RIPFidel fuels false rumors of Cuban leader's death after another Fidel Castro dies,2377,unrelated
24201,Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,394,discuss
24202,Experts: More facts needed on purported audio recording of Michael Brown shooting,2313,unrelated
24203,"Big Bank Hank, co-founder of the Sugarhill Gang, has died",1996,unrelated
24204,New iOS 8 bug can delete all of your iCloud documents,1678,unrelated
24205,ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,2070,unrelated
24206,Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,1197,unrelated
24207,Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1192,unrelated
24208,"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1699,unrelated
24209,Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,2177,unrelated
24210,NET Extra: Back-from-the-dead Catholic priest claims God is a female...,2240,agree
24211,Luke Somers 'killed in failed rescue attempt in Yemen',2375,unrelated
24212,Government fires employee who skipped work for 24 years,1242,unrelated
24213,#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,991,discuss
24214,BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,367,discuss
24215,Apple may launch 12-inch MacBook Air with Retina Display,1013,discuss
24216,Is Kim Jong-un Opening North Korean Restaurant in Scotland?,320,unrelated
24217,ISIL Beheads American Photojournalist in Iraq,1166,unrelated
24218,Now the Vogue Rats Are Chewing Through Couture,1968,unrelated
24219,Apple scrapped advanced Apple Watch health monitoring features due to reliability issues,2174,unrelated
24220,New Audio Shows Michael Brown Was Shot at 11 Times,1569,unrelated
24221,Shocking Photos! Mom Tries To Sell Son To Pay For Daughter's Cancer Treatment,1549,unrelated
24222,Has Ebola infected Isis militants in Mosul?,2463,unrelated
24223,"Cloistered nun gives birth to a baby  The convent: ""There is a sister"" [Google Translate]",391,unrelated
24224,"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",2403,discuss
24225,"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",344,unrelated
24226,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,874,unrelated
24227,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1125,unrelated
24228,ISIL Beheads American Photojournalist in Iraq,1359,unrelated
